No.,Chap,Sect,#,Question,Section Name,Short Text,Question Type,Chemical,LNG,LPG,Oil,Conditional,Hardware Response Type,Human Response Type,Process Response Type,ROVIQ List,Hardware Questions,Process Questions,Human Related Questions,Chapter Names,Roviq_Engine Control Room,Roviq_Compressor Room,Roviq_Interview - Security Officer,Roviq_Main Deck,Roviq_Interview Senior Officer,Roviq_Steering Gear,Roviq_Interview - Deck Rating,Roviq_Interview - Electrician / ETO,Roviq_Mooring Decks,Roviq_Interview - Engineer Officer,Roviq_Interview - Rating,Roviq_Interview - Deck Officer,Roviq_Cargo Control Room,Roviq_Bow Loading Area,Roviq_Chief Engineer's Office,Roviq_Lifeboat deck,Roviq_Engine Room,Roviq_Bridge,Roviq_Forecastle,Roviq_Emergency Headquarters.,Roviq_Internal Accommodation,Roviq_Interview - Galley Rating,Roviq_Documentation,Roviq_Pre-board,Roviq_Exterior Decks,Roviq_Approaching Vessel,Roviq_Interview - Engine Rating,Roviq_Cargo Manifold,Roviq_Pumproom,Roviq_Anywhere,Roviq_Aft Mooring Deck,Potential Grounds for Neg Obs,Expected Evidences
8.3.16,8,3,16,"Were the Master and officers familiar with the purpose, operation, testing and maintenance of the non-return devices installed in the inert gas system, and were these devices in satisfactory condition?",Oil and Chemical,Inert gas system non-return devices,Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,Graduated,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, inspection, testing and maintenance of the inert gas
system that included the:
o deck seal or double block and bleed arrangement
o non-return valve
ï The accompanying officer was not familiar with the company procedures for the operation, inspection,
testing and maintenance of the inert gas system that included the:
o deck seal or double block and bleed arrangement
o non-return valve
ï There was no evidence that the IG main non-return valve had been opened and inspected as required by
company procedures.
ï There was no evidence that the block and bleed valve arrangement, where fitted, had been tested/inspected
for automatic operation and tightness.
ï The deck seal level gauge was not clear and readable.
ï The deck seal water level was not as required.
ï The fabric condition of the deck seal, including pipework, was not satisfactory.
ï There was no evidence to show the deck seal had been opened and inspected, including pipework, as
required by company procedures.
ï The valves of the double block and bleed arrangement were not operating automatically as required.
ï The non-return devices installed in the inert gas system were defective in any respect.","The company procedures for the operation, inspection, testing and maintenance of the vessel‚Äôs inert gas system. The records of inspection, testing and maintenance of the non-return devices installed in the inert gas system. "
8.3.17,8,3,17,"Were the Master and officers familiar with the company procedures for the use, inspection and testing of manifold reducers, spool pieces and other portable pipework, and were these items in satisfactory condition and properly fitted when in use?",Oil and Chemical,Manifold reducers and spool pieces.,Rotational 2,TRUE,FALSE,FALSE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the use, inspection and testing of manifold reducers, spool pieces
and other portable pipework that included guidance on:
o The correct use of manifold reducers, spool pieces and other portable pipework.
o Provision of test certification.
o Suitable storage arrangements, including the protection of flange faces.
o Regular inspection.
o Pressure testing at least annually.
o Records to be maintained of inspections and tests.
ï There was no inventory of manifold reducers, spool pieces and other portable pipework.
ï The accompanying officer was not familiar with the company procedures for the use, inspection and testing
of manifold reducers, spool pieces and other portable pipework.
ï Test certification was not available for a manifold reducer, spool piece or other item of portable pipework.
ï There were no records available for the inspection and testing of manifold reducers, spool pieces and other
portable pipework as required by company procedures.
ï Inspection of the manifold reducers, spool pieces and other portable pipework indicated that the required
inspections and tests had either not been performed or were ineffective.
ï A manifold reducer, spool piece or other item of portable pipework:
o Had not been pressure tested to 100% MAWP within the last 12 months.
o Was not marked with the date and pressure of the last test.
o Did not have the same certified rating (MAWP) as the fixed manifold piping to which it was
connected.
ï The position of handles or lugs on reducers in use during cargo transfer operations interfered with quick
acting coupling devices or the bolting of flanges.
ï More than one spool piece or reducer was fitted between the fixed manifold flange and the flange presented
for connection.
ï The flange face of a manifold reducer, spool piece or other item of portable pipework was visibly damaged,
corroded or in an unsatisfactory condition.
ï Where a long reducer or spool piece was in use, it was not properly supported to prevent undue stress.
(applicable to chemical tankers only)
ï A manifold reducer, spool piece or other item of portable pipework in use for cargo transfer at the time of the
inspection was defective in any respect.
ï A manifold reducer, spool piece or other item of portable pipework in use for cargo transfer at the time of the
inspection had been repaired but there was no evidence that it had been pressure tested on completion of
the repairs","The company procedures for the use, inspection and testing of manifold reducers, spool pieces and other portable pipework. The inventory of manifold reducers, spool pieces and other portable pipework. Records of the inspection and pressure testing of manifold reducers, spool pieces and other portable pipework. "
8.3.18,8,3,18,"Were the Master and officers familiar with the purpose, operation, testing and maintenance of the pressure/vacuum-breaking (P/V) device(s) installed in the inert gas main, and was this device(s) in satisfactory condition?",Oil and Chemical,Inert gas system pressure/vacuum-breaking (P/V) device(s),Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, inspection, testing and maintenance of the inert gas
system that included the pressure/vacuum-breaking devices.
ï The accompanying officer was not familiar with the company procedures for the operation, inspection,
testing and maintenance of the inert gas system that included the pressure/vacuum-breaking devices.
ï The fabric condition of a P/V breaker was unsatisfactory.
ï P/V breaker flame screens were damaged, missing, fitted with gaps, or had been repaired with mesh which
did not conform to the required mesh gauge specification.
ï The liquid level in a P/V breaker indicated that the device was not filled to the design settings.
ï The P/V breaker liquid level gauge was not clear and readable.
ï A P/V breaker was not marked with the:
o Design pressure and vacuum opening settings.
o Date of the last inspection.
o Type/quantity of anti-freeze and the lowest allowable temperature.
ï A P/V breaker was
o Set to operate at a lower pressure than that of the secondary venting system
o Not set within the safe parameters of the tank structure.
o Defective in any respect.
ï The accompanying officer was not familiar with:
o The purpose of a liquid P/V breaker.
o The process to verify the liquid level in a liquid P/V breaker.","The company procedures for the operation, inspection, testing and maintenance of the vessel‚Äôs inert gas system. The records of inspection, testing and maintenance of the pressure/vacuum breaking device(s) installed in the inert gas system. "
8.3.19,8,3,19,"Were the Master and officers familiar with the purpose, operation and testing of the indicators and alarms in the inert gas system, and had the equipment been operated, maintained and calibrated in accordance with the manufacturer‚Äôs instructions and company procedures?",Oil and Chemical,Indicators and alarms for the inert gas system,Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Engine Control Room",TRUE,TRUE,TRUE,Cargo and Ballast Systems,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, inspection, testing and maintenance of the vesselís
inert gas system which included the indicators and alarms.
ï The accompanying officer was not familiar with the purpose, operation, inspection, testing and maintenance
of the inert gas system indicators and alarms including the:
o Method and frequency of testing and calibration of the indicators and alarms.
o Actions to be taken in the event of a failure of any of the indicators and alarms.
ï The record of inspection and maintenance of the inert gas plant, including defects and their rectification, was
missing or incomplete.
ï The inert gas control panel pressure indicator and/or recorder was:
o Defective in any respect.
o Not consistent with local pressure indicator(s) on deck.
ï The inert gas control panel oxygen content indicator and/or recorder was
o Defective in any respect.
o Not consistent with the local indicator at the fixed oxygen analyser.
ï The inert gas pressure indicator fitted in the navigating bridge was inoperative or not consistent with the inert
gas control panel pressure indicator.
ï The machinery space control room/machinery space inert gas oxygen content indicator was inoperative or
not consistent with the local indicator at the fixed oxygen analyser.
ï Any of the required audible and visual alarms in the inert gas control panel or in the engine control
room/machinery space were inoperative.
ï The independent audible alarm or automatic shutdown of cargo pumps at low-low inert gas pressure in the
inert gas main was inoperative.
ï There were no clear instructions provided for operating, calibrating and testing all instruments and alarms.
ï There were no suitable calibration facilities provided for the inert gas instrumentation.
ï There were no records of calibration for the inert gas instrumentation.
ï Inert gas instruments were not graduated to a consistent system of units, for example, inert gas pressure
indicators.
ï Inert gas system indicators and alarms were defective in any respect","The company procedures for the operation, inspection, maintenance and testing of the inert gas system. The records of inspection, testing and maintenance of the inert gas system. The manufacturer‚Äôs instruction manuals for the operation, calibration and testing of all inert gas system instruments and alarms. The test and calibration records for the inert gas system instruments and alarms. "
8.3.20,8,3,20,"Were the Master and officers familiar with the purpose and operation of the connections and interconnections to the inert gas system for routine and emergency inert gas operations, and were these arrangements in satisfactory condition and clearly identified as to their purpose?",Oil and Chemical,Connections and interconnections to/with the inert gas system piping,Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for the operation, inspection and maintenance of the vesselís inert gas
system which included the arrangements for the:
o Supply of inert gas to the double-hull spaces in an emergency.
o External supply of inert gas in the event of a failure of the vesselís inert gas system.
o Connection of the inert gas supply main to the cargo piping system for inerting, purging and gasfreeing, if fitted.
ï The accompanying officer was not familiar with the arrangements for the:
o Supply of inert gas to the double-hull spaces in an emergency, including the forepeak.
o External supply of inert gas in the event of a failure of the vesselís inert gas system.
o Connection of the inert gas supply main to the cargo piping system for inerting, purging and gasfreeing, if fitted.
ï The connection for the external supply of inert gas was not clearly marked with its purpose.
Page 133 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
ï The spool piece to isolate the inert gas supply main from the cargo piping system had been left in place.
ï There was no evidence of inspection and maintenance of the non-return valve between the inert gas supply
main and the cargo piping system.
ï Portable hoses required to connect the inert gas supply main to the double-hull spaces were damaged or
missing.
ï One or more of the connections to the inert gas supply main were defective in any respect.","The company procedures for the operation, inspection and maintenance of the vessel‚Äôs inert gas system. The detailed instruction manuals for the inert gas system. Cargo and inert gas operation log books. The records of inspection, testing and maintenance of the arrangements for connection to the inert gas system. "
8.3.21,8,3,21,"Were the Master and officers familiar with the company procedure for cargo heating, and was the cargo heating system in satisfactory condition and tested and used in accordance with the company procedure?",Oil and Chemical,Cargo heating system,Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Engine Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures describing the operation, testing and maintenance of the cargo heating
system.
ï The accompanying officer was not familiar with the company procedures describing the operation, testing
and maintenance of the cargo heating system including any cargo temperature limits.
ï The cargo heating system had not been operated and/or tested in compliance with company procedures.
ï There were no records of the cargo heating system testing.
ï There were no records of cargo heating operations.
ï The cargo heating system had not been isolated where required in compliance with company procedures.
ï There were no records of the regular monitoring of the cargo heating system return to detect leakage.
ï Inspection of the observation tank or hot well indicated there was significant leakage in the cargo heating
system.
ï There were leaks of heating medium from the associated pipework on deck or in the engine room.
ï One or more temperature sensors in the remote temperature indicating system were defective.
ï Cargo heating records indicated cargo temperature limits had been exceeded.
ï There was significant corrosion, pitting, soft patches and/or other temporary repairs on the pipework or
components of the heating system.
ï The cargo heating system was defective in any respect","The company procedures describing the operation, testing and maintenance of the cargo heating system. The vessel‚Äôs operation manuals, where provided. The records of cargo heating system usage. The daily temperature records for heated cargo. Records of the inspection and testing of the cargo heating system. "
8.3.22,8,3,22,"Were the Master and officers familiar with the company procedures for managing on-board doping operations, and had these procedures been complied with?",Oil and Chemical,Cargo doping and additives.,Rotational 2,TRUE,FALSE,FALSE,TRUE,FALSE,None,Graduated,Graduated,"Cargo Control Room, Main Deck",FALSE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for managing on-board doping operations that included:
o Reviewing the supplierís/contractorís doping plan.
o Performing a risk assessment of the proposed operation.
o Supervising the doping operation.
ï The officer responsible for cargo operations was not familiar with the company procedures for managing onboard doping operations.
ï The vessel had not been provided with the supplierís/contractorís plan for an on-board doping operation.
ï A risk assessment had not been performed based upon the supplierís/contractorís plan for an on-board
doping operation.
ï The doping plan and/or risk assessment did not include:
o Any flammability or toxicity hazards associated with the additive.
o The method of doping to be used and any operational restrictions.
o Arrangements for supervision by shipís crew.
o PPE and handling equipment requirements.
o Contingency measures including the method of clean-up of any spillages.
o Storage arrangements of any additives to be carried on board.
o Appropriate anti-static precautions if tanks were not inerted.
ï There was no evidence that the doping plan and/or risk assessment had been discussed by all personnel
involved on the ship and in the terminal, including contractors.
ï There was no Safety Data Sheet:
o Available for the additive(s) used for doping.
o Kept in the vicinity of the doping operation.
ï Doping had taken place via an open tank lid when alternative methods were available.
ï The doping method utilised involved free fall of additives into non-inerted cargo tanks.
ï Additives were stored on board in a manner that did not reflect the flammability or toxicity hazards indicated
in the associated Safety Data Sheet.
ï Pressure test records were not available for the injection system used for doping.
ï PPE as required by the doping plan and/or risk assessment was not being utilised.
Page 141 of 579 ñ SIRE 2.0 Question Library Part 2 ñ Version 1.0 (January 2022)
ï Contractors were not being supervised by shipís crew as required by the doping plan and/or risk
assessment.",Company procedures for managing on-board doping operations. Doping plans. Associated risk assessments. Safety Data Sheets for additives used. Cargo operation log books. 
8.3.23,8,3,23,"Were the Master and officers familiar with the company procedures for the maintenance, testing and calibration of the cargo temperature monitoring equipment, and was the equipment in satisfactory condition?",Oil and Chemical,Cargo tank temperature monitoring systems.,Rotational 2,TRUE,FALSE,FALSE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï There were no company procedures for the maintenance, testing and calibration of the cargo temperature
monitoring equipment in accordance with manufacturerís instructions.
ï The accompanying officer was not familiar with the company procedures for the maintenance, testing and
calibration of the cargo temperature monitoring equipment.
ï The accompanying officer was unable to demonstrate the operation of the fixed cargo temperature
monitoring equipment, including alarms.
ï There were no records of checks, tests or calibration of the cargo temperature monitoring equipment.
ï The fixed cargo temperature monitoring equipment had not been tested and calibrated in accordance with
manufacturerís instructions.
ï The fixed cargo temperature monitoring equipment had not been calibrated within the last 30 months.
ï Portable cargo temperature monitoring equipment had not been tested and calibrated in accordance with
manufacturerís instructions.
ï One or more temperature sensor in the fixed cargo temperature monitoring system was defective.
ï The visible and/or audible alarm in the fixed temperature monitoring system was defective.
ï The cargo temperature monitoring equipment was defective in any respect.","Company procedures for the maintenance, testing and calibration of the cargo temperature monitoring equipment. Manufacturer‚Äôs manuals and instructions for the fixed cargo temperature monitoring equipment. Records of checks, tests and calibration of the cargo temperature monitoring equipment. "
8.3.24,8,3,24,"Were the Master and officers familiar with the company procedures for managing cargo and vapour connections at the cargo manifolds, and were the manifold arrangements in satisfactory condition?",Oil and Chemical,Cargo manifold arrangements.,Rotational 2,TRUE,FALSE,FALSE,TRUE,FALSE,Binary,Graduated,Graduated,Cargo Manifold,TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE," ï There were no company procedures which described the management of cargo and vapour connections at
the cargo manifolds to prevent and detect leakages.
ï The accompanying officer was not familiar with the company procedures which described the management
of cargo and vapour connections at the cargo manifolds to prevent and detect leakages.
ï A manifold connection was:
o Secured with damaged bolts or bolts of an inappropriate diameter, length or material.
o Not fully bolted, i.e. without a bolt in every hole in the flange.
o Made using improvised arrangements such as a G-clamp or similar device.
ï Where a hose or marine loading arm was secured by camlocks, one or more cams had not properly
engaged with the manifold flange.
ï A marine loading arm was improperly supported by jacks or similar arrangements.
ï The jacks for a marine loading arm were supported by items not designed to support the load, such as
empty oil drums.
ï Cargo hoses were not properly supported during cargo transfer.
ï On a chemical tanker, manifold flanges in use were not fitted with spray guards whilst handling acids, or
another cargo that was toxic or corrosive.
ï A manifold pressure gauge was:
o Not fitted on the outboard side of the manifold valve.
o Missing from an unused manifold connection.
o Indicating an increased pressure and possible manifold valve leakage.
ï A manifold pressure gauge stem was not fitted with a valve or cock and/or was not capped when not in use
ï A manifold blank flange was not:
o As thick as the end flange it was bolted to and there was no supporting documentation to show it
was of the same working pressure rating as the line or system it was connected to.
o Made of steel or other approved material.
o Secured with bolts of an inappropriate diameter, length or material.
o Fully bolted, i.e. without a bolt in every hole in the flange.
ï There was a cargo or bunker leak from an unused manifold.
ï An unused manifold was not blanked.
ï A manifold sample point or drain was not blanked or capped when not in use.
ï A manifold sample point or drain was positioned to drain directly onto the deck.
ï The manifold(s) had been drained into the open drip-trays.
ï Fixed and/or portable drip-trays had not been drained and cleaned of cargo residues.
ï There was no permanent or portable drip-tray underneath a manifold connection.
ï Plywood or canvas sheeting had been placed across the manifold drip tray gratings to prevent minor
spillages entering the drip tray freely.
ï A portable drip-tray was made of plastic or another non-metallic material but was not bonded to the shipís
structure.
ï Manifold drip-tray drains to deck were not fitted with valves and capped.
ï On a chemical tanker, there were no suitable means to ensure incompatible cargoes were not mixed in
manifold drip trays and/or drain tanks.
ï Vapour manifold presentation flanges were not fitted with the required stud at the 12 oíclock position.
ï Vapour manifold connections, including reducers, were not painted/marked as required.
ï An elevated manifold working platform did not have effective edge protection and was not properly identified
and marked by warning signs to prevent falls.
ï The midships hose-handling crane was being used to handle stores etc. whilst cargo operations were taking
place.
ï An unused stern manifold was not isolated from the main cargo pipeline system by a blank or the removal of
a spool piece.
ï The dangerous area extending at least three metres from the stern manifold valve in use was not clearly
marked to prevent access by unauthorised personnel.","The company procedures which described the management of cargo and vapour connections at the cargo manifolds to prevent and detect leakages. Documentation supporting the pressure rating of manifold blanks, where appropriate. "
8.3.25,8,3,25,"Were the Master and deck officers familiar with the company procedures for receiving nitrogen from shore for operations such as inerting, purging or padding cargo tank, or for clearing cargo lines?",Oil and Chemical,Receiving nitrogen from shore,Rotational 2,TRUE,FALSE,FALSE,TRUE,TRUE,None,Graduated,Graduated,Cargo Control Room,FALSE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There was no company procedure which described the processes for receiving nitrogen from the shore for
operations such as for operations such as, inerting, purging or padding cargo tanks or for clearing cargo
lines.
ï Company procedures did not describe the actions to be taken to avoid over pressurisation of cargo tanks
when nitrogen is received from shore, including the:
o Requirement to carry out a risk assessment prior to operations.
o Choice of connection and piping system for receiving the nitrogen.
o Methods of controlling the incoming flow of nitrogen.
ï The accompanying officer was not familiar with the company procedures which described the procedure for
receiving nitrogen from the shore for operations such as inerting or purging tanks, for padding cargo tanks or
to clear lines.
ï Risk assessments were not available for operations where the vessel received nitrogen from ashore.
ï Ship shore safety checklists for cargo operations that included receiving nitrogen from shore had not been
completed to document the agreed procedures to receive nitrogen, the maximum pressure and the flow rate.
ï Records showed that hoses or loading arms containing flammable cargo had been cleared to the ship using
compressed air.","The company procedure which described the procedure for receiving nitrogen from the shore for operations such as inerting or purging tanks, for padding cargo tanks or to clear lines. Records and completed risk assessments for operations where nitrogen had been received from shore within the last six months. "
8.4.1,8,4,1,"Were the Master and officers familiar with the company procedures that addressed the carriage of inhibited cargoes, and had these procedures been followed?",LPG,Carriage of inhibited cargoes.,Rotational 2,FALSE,FALSE,TRUE,FALSE,FALSE,None,Graduated,Graduated,Cargo Control Room,FALSE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," ï There were no company procedures that addressed the carriage of inhibited cargoes and included guidance
on:
o Inhibited cargo certificates.
o Temperature monitoring of inhibited cargoes.
o Inerting of inhibited cargoes.
o Draining/purging of the reliquefaction system after shut-down.
o The use of anti-freeze with inhibited cargoes.
o The exclusion of water from the cargo system.
o Recirculation of cargo to ensure a uniform concentration of inhibitor.
o Adding inhibitor to a cargo in transit.
o The possible toxicity of inhibitors
o Contingency planning for uncontrolled polymerisation.
ï The officer responsible for cargo planning was not familiar with the company procedures that addressed the
carriage of inhibited cargoes.
ï There was no certificate on board for an inhibited cargo or the certificate did not contain the minimum
information required.
ï The stated duration of effectiveness of the inhibitor had expired prior to discharge.
ï Temperatures of an inhibited cargo had not been monitored during the voyage on at least a daily basis, or
as recommended by the cargo manufacturer.
ï There was no contingency plan in the event of uncontrolled polymerisation and a rapid rise in temperature of
an inhibited cargo.
ï There were no records available to confirm that the oxygen in the inert gas supply into the tanks was less
than 0.1% by volume where polymerization of vinyl chloride had been prevented by inert gas when no
inhibitor has been added or inhibitor concentration was insufficient",Company procedures that address the carriage of inhibited cargoes. Inhibited cargo certificates. Inert gas logs. Bridge and cargo log books. Cargo tank temperature records relating to inhibited cargoes. Cargo load and discharge plans relating to inhibited cargoes. Contingency plans in the event of uncontrolled polymerisation of an inhibited cargo. 
8.4.2,8,4,2,Were the Master and Officers familiar with the company procedures for carrying out cargo sampling operations?,LPG,Cargo sampling,Rotational 2,FALSE,FALSE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ï There were no company procedures for performing cargo sampling operations for all cargoes included on
the vesselís Certificate of Fitness which required that:
o Sampling must be authorised and directly supervised by a responsible officer and carried out in a
safe manner, regardless of who is actually performing the sampling operation.
o Only fully compatible sampling equipment, connected properly, is used for the task.
o Venting to atmosphere is minimised during sampling.
o Purging, venting or ullaging of sample containers must be carried out in a safe location.
o Only ëclosed loopí equipment is used when toxic products are being sampled.
o The correct PPE is available and used.
o Everyone involved in sampling operations is properly informed of the nature of the cargo being
handled and the precautions to be observed.
o Sampling connections are clearly marked.
o Sampling connections are capped or blanked when not in use.
ï The accompanying officer was not familiar with the company procedures for performing cargo sampling
operations.
ï Sampling was taking place without the presence of a responsible officer.
ï Connections to cargo piping systems for taking cargo liquid samples were not clearly marked.
ï There was evidence that connections used for control of atmosphere in cargo tanks during inerting or
gassing up were being used as cargo sampling connections.
ï A liquid sampling arrangement was not provided with a double valve arrangement.
ï Neither of the valves on a liquid sampling arrangement were of the ëmulti turní type.
ï Sampling equipment in use was not fully compatible with the sampling connections.
ï Sampling equipment was not properly connected, allowing release of cargo vapour.
ï An ëopen loopí sampling system was being used to sample a toxic cargo.
ï Purging, venting or ullaging of sample containers was being carried out in an unsafe location.
ï Personnel involved in sampling operations were not wearing the required PPE.
ï Personnel sampling a toxic cargo were not wearing SCBA.
ï Electrical equipment used when taking samples was not of the certified safe type.
ï Plastic vapour sample bags were being used for liquid samples.
ï Personnel involved in sampling operations had not been properly informed of the nature of the cargo being
handled and the precautions to be observed.
ï Sample connection valves used during sampling operations were inadequately secured on completion.
ï A sample connection was not capped or blanked to prevent any leakage when the connection was not in
use.
ï Sample containers that were not free of cargo vapour were stored in an unventilated space.
ï A sampling arrangement was defective in any respect.
ï Sampling equipment and sampling connections were incompatible.",Company procedures for performing cargo sampling operations. 
8.4.3,8,4,3,"Were the Master and officers familiar with the company procedures for identifying and segregating incompatible cargoes and refrigerants during cargo stowage planning, and had these procedures been followed?",LPG,Segregating incompatible cargoes and refrigerants,Rotational 2,FALSE,FALSE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Compressor Room, Main Deck",TRUE,TRUE,TRUE,Cargo and Ballast Systems,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE," There were no company procedures for cargo stowage planning that included the:
o Identification of incompatible cargoes and refrigerants using all available data.
o Means of identifying and documenting locations and processes where segregation is necessary.
o Means of segregation of incompatible cargoes and refrigerants.
ï The officer responsible for cargo stowage planning was not familiar with company procedures for identifying
and segregating incompatible cargoes and refrigerants.
ï The officer responsible for cargo stowage planning was not familiar with the use of the compatibility chart
provided on board.
ï There was no compatibility chart issued by a recognised body available on board.
ï Two incompatible cargoes had been stowed adjacent to each other or in a configuration that did not provide positive segregation. ï Operational means of segregation were observed to be not as indicated in the cargo stowage plan.
ï The cargo stowage plan did not identify when care should be taken to avoid the co-mingling of noncompatible cargoes, which cargoes are involved, and the means of segregation.
ï A cargo log book entry was not made of the action taken to isolate the pipeline systems prior to the loading
of incompatible cargoes",Company procedures for identifying and segregating incompatible cargoes and refrigerants during cargo stowage planning. Current and previous cargo stowage plans. Cargo log book. Risk assessments or checklists that identify systems and processes that require segregation. Compatibility charts. Cargo System Operation Manual. Relevant ship‚Äôs drawings showing acceptable segregation arrangements. 
